<DOCUMENT>
<TYPE>13F-HR
<SEQUENCE>1
<FILENAME>13f_q4_2012_ren.txt
<DESCRIPTION>13F - Q4 2012
<TEXT>
                                  UNITED STATES
                       SECURITIES AND EXCHANGE COMMISSION
                             Washington, D.C. 20549

                                    FORM 13F

                               FORM 13F COVER PAGE

Report for the Calendar Year or Quarter Ended:  December 31, 2012
Check here if Amendment [ ]; Amendment Number:
This Amendment (Check only one.): [ ] is a restatement.
                                  [ ] adds new holdings entries.

Institutional Investment Manager Filing this report:

Name:    Renaissance Technologies LLC
Address: 800 Third Avenue
         33rd floor
         New York, NY 10022

13F File Number:  28-6262

The institutional investment manager filing this report and the person
by whom it is signed hereby represent that the person
signing the report is authorized to submit it, that all information
contained herein is true, correct and complete, and that it is
understood that all required items, statements, schedules, lists, and
tables, are considered integral parts of this form.


Person Signing this Report on Behalf of Reporting Manager:

Name:    Mark Silber
Title:   Executive Vice President
Phone    (212) 486-6780
Signature, Place, and Date of Signing:

       Mark Silber       New York, New York    February 14, 2013
Report Type (Check only one.):

[X]         13F HOLDINGS REPORT.
[ ]         13F NOTICE.
[ ]         13F COMBINATION REPORT.

I AM SIGNING THIS REPORT AS REQUIRED BY THE SECURITIES EXCHANGE ACT OF 1934.




                              FORM 13F SUMMARY PAGE


Report Summary:

Number of Other Included Managers:       0

Form 13F Information Table Entry Total:  2815
Form 13F Information Table Value (x $1000) Total:  $34361721

<TABLE>                        <C>                                          <C>
       FORM 13F INFORMATION TABLE
                                                         VALUE    SHARES/ SH/ PUT/ INVSTMT   OTHER         VOTING AUTHORITY
       NAME OF ISSUER         TITLE OF CLASS   CUSIP    (x1000)   PRN AMT PRN CALL DSCREIN  MANAGERS     SOLE    SHARED   NONE
EVEREST RE GROUP LTD         COM              G3223R108    10170    92500 SH       SOLE                   36496        0    56004
EVOLUTION PETROLEUM CORP     COM              30049A107      131    16100 SH       SOLE                   16100        0        0
EVOLVING SYS INC             COM NEW          30049R209      696   116699 SH       SOLE                  116699        0        0
EXACTECH INC                 COM              30064E109      285    16800 SH       SOLE                   16800        0        0
EXAMWORKS GROUP INC          COM              30066A105      803    57400 SH       SOLE                     511        0    56889
EXAR CORP                    COM              300645108    19057  2141228 SH       SOLE                 2130469        0    10759
EXCEED COMPANY LTD           SHS              G32335104       63    47700 SH       SOLE                   47700        0        0
EXCEL MARITIME CARRIERS LTD  COM              V3267N107      363   835500 SH       SOLE                  835500        0        0
EXCO RESOURCES INC           COM              269279402     1629   240600 SH       SOLE                    1774        0   238826
EXELIS INC                   COM              30162A108     4488   398200 SH       SOLE                   87051        0   311149
EXETER RES CORP              COM              301835104      978   807700 SH       SOLE                  587400        0   220300
EXFO INC                     SUB VTG SHS      302046107     5961  1116200 SH       SOLE                 1116200        0        0
EXLSERVICE HOLDINGS INC      COM              302081104     8242   311000 SH       SOLE                  311000        0        0
EXPEDIA INC DEL              COM NEW          30212P303   141999  2311184 SH       SOLE                 1382792        0   928392
EXPEDITORS INTL WASH INC     COM              302130109    12095   305816 SH       SOLE                     190        0   305626
EXPONENT INC                 COM              30214U102    15962   285900 SH       SOLE                  276600        0     9300
EXPRESS INC                  COM              30219E103    15666  1038200 SH       SOLE                  227659        0   810541
EXPRESS SCRIPTS HLDG CO      COM              30219G108    19788   366439 SH       SOLE                   35295        0   331144
EXTERRAN HLDGS INC           COM              30225X103     4200   191590 SH       SOLE                   45665        0   145925
EXTERRAN PARTNERS LP         COM UNITS        30225N105      822    40542 SH       SOLE                       0        0    40542
EXTRA SPACE STORAGE INC      COM              30225T102    15579   428100 SH       SOLE                  398701        0    29399
EXTREME NETWORKS INC         COM              30226D106    10269  2821161 SH       SOLE                 2821161        0        0
EZCORP INC                   CL A NON VTG     302301106     2817   141618 SH       SOLE                   30066        0   111552
F M C CORP                   COM NEW          302491303    18656   318800 SH       SOLE                  104285        0   214515
F5 NETWORKS INC              COM              315616102    31241   321574 SH       SOLE                    5241        0   316333
FABRINET                     SHS              G3323L100      315    24000 SH       SOLE                       0        0    24000
FACEBOOK INC                 CL A             30303M102   149182  5604200 SH       SOLE                   10066        0  5594134
FACTSET RESH SYS INC         COM              303075105    72918   828050 SH       SOLE                  694491        0   133559
FAIR ISAAC CORP              COM              303250104    17638   419650 SH       SOLE                  313283        0   106367
FAIRPOINT COMMUNICATIONS INC COM NEW          305560302      597    75079 SH       SOLE                   32750        0    42329
FAMILY DLR STORES INC        COM              307000109    66168  1043500 SH       SOLE                  950800        0    92700
FAMOUS DAVES AMER INC        COM              307068106     2787   303300 SH       SOLE                  303300        0        0
FARMER BROS CO               COM              307675108     3962   274600 SH       SOLE                  274600        0        0
FARMERS CAP BK CORP          COM              309562106      824    67300 SH       SOLE                   67100        0      200
FARO TECHNOLOGIES INC        COM              311642102      676    18945 SH       SOLE                     100        0    18845
FBR & CO                     COM              30247C301      607   156766 SH       SOLE                  131000        0    25766
FEDERAL AGRIC MTG CORP       CL C             313148306     2243    69003 SH       SOLE                   52824        0    16179
FEDERAL REALTY INVT TR       SH BEN INT NEW   313747206    14001   134600 SH       SOLE                   20188        0   114412
FEDERATED INVS INC PA        CL B             314211103      223    11000 SH       SOLE                      68        0    10932
FEDERATED NATL HLDG CO       COM              31422T101     1034   193200 SH       SOLE                  193200        0        0
FEDEX CORP                   COM              31428X106    10080   109900 SH       SOLE                       0        0   109900
FEI CO                       COM              30241L109     2552    46000 SH       SOLE                      50        0    45950
FEIHE INTL INC               COM              31429Y103     1107   167700 SH       SOLE                  167700        0        0
FELCOR LODGING TR INC        COM              31430F101     1116   238900 SH       SOLE                   66455        0   172445
FEMALE HEALTH CO             COM              314462102     1135   158100 SH       SOLE                  158100        0        0
FERRO CORP                   COM              315405100     4001   957200 SH       SOLE                  454750        0   502450
FIDELITY NATIONAL FINANCIAL  CL A             31620R105    41302  1753801 SH       SOLE                  718762        0  1035039
FIDELITY NATL INFORMATION SV COM              31620M106    43941  1262301 SH       SOLE                  132700        0  1129601
FIDELITY SOUTHERN CORP NEW   COM              316394105     1606   168217 SH       SOLE                  161450        0     6767
FIELDPOINT PETROLEUM CORP    *W EXP 03/23/201 316570126      110   116700 SH       SOLE                  116700        0        0
FIELDPOINT PETROLEUM CORP    COM              316570100      690   179300 SH       SOLE                  179300        0        0
FIESTA RESTAURANT GROUP INC  COM              31660B101      362    23600 SH       SOLE                   23600        0        0
FINANCIAL INSTNS INC         COM              317585404     1120    60144 SH       SOLE                   59087        0     1057
FIRST ACCEPTANCE CORP        COM              318457108       96    76700 SH       SOLE                   76700        0        0
FIRST AMERN FINL CORP        COM              31847R102     2905   120600 SH       SOLE                       0        0   120600
FIRST BANCORP INC ME         COM              31866P102      320    19423 SH       SOLE                   19400        0       23
FIRST BANCORP N C            COM              318910106      736    57400 SH       SOLE                   57400        0        0
