Filing Date,Company,CUSIP,Value (x1000 USD),Shares
09-30-2020,ROSETTA STONE INC,777780107,24308,810817
09-30-2020,ROSETTA STONE INC,777780107,19394,646903
09-30-2020,ROSETTA STONE INC,777780107,113,3768
09-30-2020,ROSETTA STONE INC,777780107,87,2903
09-30-2020,ROSETTA STONE INC,777780107,62,2075
09-30-2020,ROSS STORES INC,778296103,78145,837384
09-30-2020,ROSS STORES INC,778296103,15693,168162
09-30-2020,ROSS STORES INC,778296103,39618,424536
09-30-2020,ROSS STORES INC,778296103,109,1166
09-30-2020,ROSS STORES INC,778296103,3423,36683
09-30-2020,ROSS STORES INC,778296103,165352,1771887
09-30-2020,ROSS STORES INC,778296103,216469,2319639
09-30-2020,ROSS STORES INC,778296103,855693,9169445
09-30-2020,ROSS STORES INC,778296103,811287,8693605
09-30-2020,ROSS STORES INC,778296103,23652,253454
09-30-2020,ROSS STORES INC,778296103,42091,451041
09-30-2020,ROSS STORES INC,778296103,151262,1620897
09-30-2020,ROSS STORES INC,778296103,6426,68864
09-30-2020,ROSS STORES INC,778296103,232,2481
09-30-2020,ROSS STORES INC,778296103,150328,1610884
09-30-2020,ROSS STORES INC,778296103,9765,104644
09-30-2020,ROSS STORES INC,778296103,6584,70554
09-30-2020,ROSS STORES INC,778296103,19512,209086
09-30-2020,ROSS STORES INC,778296103,25631,274659
09-30-2020,ROSS STORES INC,778296103,743,7962
09-30-2020,ROYAL BK CDA,780087102,345,4921
09-30-2020,ROYAL BK CDA,780087102,419,5972
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,26526,409792
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,5767,89097
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,10287,158917
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,36,557
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,1446,22340
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,22231,343440
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,3588,55434
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,306971,4742331
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,269780,4167778
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,8078,124793
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,11867,183338
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,62385,963780
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,2304,35598
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,2470,38164
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,45978,710312
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,3293,50869
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,588,9084
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,8548,132055
09-30-2020,ROYAL CARIBBEAN GROUP,V7780T103,281,4346
09-30-2020,ROYAL DUTCH SHELL PLC,780259107,9,384
09-30-2020,ROYAL DUTCH SHELL PLC,780259206,3,133
09-30-2020,ROYAL DUTCH SHELL PLC,780259206,31137,1237084
09-30-2020,ROYAL GOLD INC,780287108,20000,166432
09-30-2020,ROYAL GOLD INC,780287108,67,561
09-30-2020,ROYAL GOLD INC,780287108,30938,257452
09-30-2020,ROYAL GOLD INC,780287108,583,4850
09-30-2020,ROYAL GOLD INC,780287108,21365,177790
09-30-2020,ROYAL GOLD INC,780287108,2679,22297
09-30-2020,ROYAL GOLD INC,780287108,388907,3236309
09-30-2020,ROYAL GOLD INC,780287108,245661,2044278
09-30-2020,ROYAL GOLD INC,780287108,906,7540
09-30-2020,ROYAL GOLD INC,780287108,146,1218
09-30-2020,ROYAL GOLD INC,780287108,4063,33807
09-30-2020,ROYAL GOLD INC,780287108,1079,8979
09-30-2020,ROYAL GOLD INC,780287108,72022,599338
09-30-2020,ROYAL GOLD INC,780287108,155,1287
09-30-2020,ROYAL GOLD INC,780287108,75,625
09-30-2020,ROYAL GOLD INC,780287108,475,3954
09-30-2020,ROYAL GOLD INC,780287108,863,7184
09-30-2020,ROYALTY PHARMA PLC,G7709Q104,6729,159955
09-30-2020,ROYALTY PHARMA PLC,G7709Q104,71,1678
09-30-2020,ROYALTY PHARMA PLC,G7709Q104,2400,57052
09-30-2020,ROYALTY PHARMA PLC,G7709Q104,20993,499006
09-30-2020,ROYALTY PHARMA PLC,G7709Q104,45960,1092470
09-30-2020,ROYALTY PHARMA PLC,G7709Q104,77837,1850184
09-30-2020,ROYALTY PHARMA PLC,G7709Q104,70,1669
09-30-2020,ROYALTY PHARMA PLC,G7709Q104,2929,69618
09-30-2020,RPC INC,749660106,247,93656
09-30-2020,RPC INC,749660106,1,303
09-30-2020,RPC INC,749660106,4,1326
09-30-2020,RPC INC,749660106,671,254130
09-30-2020,RPC INC,749660106,590,223441
09-30-2020,RPC INC,749660106,16367,6199645
09-30-2020,RPC INC,749660106,5354,2028138
09-30-2020,RPC INC,749660106,68,25601
09-30-2020,RPC INC,749660106,354,133992
09-30-2020,RPC INC,749660106,25,9323
09-30-2020,RPC INC,749660106,179,67889
09-30-2020,RPC INC,749660106,18,6918
09-30-2020,RPM INTL INC,749685103,31124,375709
09-30-2020,RPM INTL INC,749685103,4889,59017
09-30-2020,RPM INTL INC,749685103,2353,28410
09-30-2020,RPM INTL INC,749685103,18,223
09-30-2020,RPM INTL INC,749685103,857,10345
09-30-2020,RPM INTL INC,749685103,30731,370967
09-30-2020,RPM INTL INC,749685103,2662,32133
09-30-2020,RPM INTL INC,749685103,516741,6237816
09-30-2020,RPM INTL INC,749685103,348063,4201630
09-30-2020,RPM INTL INC,749685103,7578,91478
09-30-2020,RPM INTL INC,749685103,735,8878
09-30-2020,RPM INTL INC,749685103,27475,331658
09-30-2020,RPM INTL INC,749685103,2131,25722
09-30-2020,RPM INTL INC,749685103,2272,27428
09-30-2020,RPM INTL INC,749685103,18220,219940
09-30-2020,RPM INTL INC,749685103,3636,43890
09-30-2020,RPM INTL INC,749685103,576,6955
09-30-2020,RPM INTL INC,749685103,2948,35585
09-30-2020,RPM INTL INC,749685103,256,3086
09-30-2020,RPT REALTY,74971D101,546,100420
09-30-2020,RPT REALTY,74971D101,321,58999
09-30-2020,RPT REALTY,74971D101,521,95737
09-30-2020,RPT REALTY,74971D101,2087,383627
09-30-2020,RPT REALTY,74971D101,1525,280286
09-30-2020,RPT REALTY,74971D101,49417,9084014
09-30-2020,RPT REALTY,74971D101,17975,3304265
09-30-2020,RPT REALTY,74971D101,23,4304
09-30-2020,RPT REALTY,74971D101,1627,299101
09-30-2020,RPT REALTY,74971D101,460,84515
09-30-2020,RPT REALTY,74971D101,64,11833
09-30-2020,RPT REALTY,74971D101,288,52942
09-30-2020,RPT REALTY,74971D101,2482,456162
09-30-2020,RPT REALTY,74971D101,47,8564
09-30-2020,RUBICON TECHNOLOGY INC,78112T206,7,842
09-30-2020,RUBICON TECHNOLOGY INC,78112T206,414,48761
09-30-2020,RUBIUS THERAPEUTICS INC,78116T103,245,48803
09-30-2020,RUBIUS THERAPEUTICS INC,78116T103,3,688
09-30-2020,RUBIUS THERAPEUTICS INC,78116T103,730,145754
09-30-2020,RUBIUS THERAPEUTICS INC,78116T103,400,79828
09-30-2020,RUBIUS THERAPEUTICS INC,78116T103,9854,1966779
09-30-2020,RUBIUS THERAPEUTICS INC,78116T103,5050,1008062
09-30-2020,RUBIUS THERAPEUTICS INC,78116T103,9,1838
09-30-2020,RUBIUS THERAPEUTICS INC,78116T103,57,11335
09-30-2020,RUBIUS THERAPEUTICS INC,78116T103,106,21186
09-30-2020,RUBIUS THERAPEUTICS INC,78116T103,16,3154
09-30-2020,RUMBLEON INC,781386305,318,11923
09-30-2020,RUSH ENTERPRISES INC,781846209,2018,39937
09-30-2020,RUSH ENTERPRISES INC,781846209,8,161
09-30-2020,RUSH ENTERPRISES INC,781846209,46,913
09-30-2020,RUSH ENTERPRISES INC,781846209,5108,101069
09-30-2020,RUSH ENTERPRISES INC,781846209,2583,51113
09-30-2020,RUSH ENTERPRISES INC,781846209,43156,853905
09-30-2020,RUSH ENTERPRISES INC,781846209,41403,819216
09-30-2020,RUSH ENTERPRISES INC,781846209,661,13084
09-30-2020,RUSH ENTERPRISES INC,781846209,219,4325
09-30-2020,RUSH ENTERPRISES INC,781846209,630,12459
09-30-2020,RUSH ENTERPRISES INC,781846209,116,2303
09-30-2020,RUSH ENTERPRISES INC,781846209,160,3168
09-30-2020,RUSH ENTERPRISES INC,781846308,220,4970
09-30-2020,RUSH ENTERPRISES INC,781846308,6,145
09-30-2020,RUSH ENTERPRISES INC,781846308,726,16396
09-30-2020,RUSH ENTERPRISES INC,781846308,354,8001
09-30-2020,RUSH ENTERPRISES INC,781846308,6616,149341
09-30-2020,RUSH ENTERPRISES INC,781846308,3847,86844
09-30-2020,RUSH ENTERPRISES INC,781846308,22,500
09-30-2020,RUSH ENTERPRISES INC,781846308,38,853
09-30-2020,RUTHS HOSPITALITY GROUP INC,783332109,224,20211
09-30-2020,RUTHS HOSPITALITY GROUP INC,783332109,0,9
09-30-2020,RUTHS HOSPITALITY GROUP INC,783332109,4,388
09-30-2020,RUTHS HOSPITALITY GROUP INC,783332109,1773,160280
09-30-2020,RUTHS HOSPITALITY GROUP INC,783332109,875,79075
09-30-2020,RUTHS HOSPITALITY GROUP INC,783332109,38152,3449576
09-30-2020,RUTHS HOSPITALITY GROUP INC,783332109,11682,1056240
09-30-2020,RUTHS HOSPITALITY GROUP INC,783332109,29,2613
09-30-2020,RUTHS HOSPITALITY GROUP INC,783332109,433,39176
09-30-2020,RUTHS HOSPITALITY GROUP INC,783332109,39,3566
09-30-2020,RUTHS HOSPITALITY GROUP INC,783332109,544,49190
09-30-2020,RUTHS HOSPITALITY GROUP INC,783332109,105,9456
09-30-2020,RUTHS HOSPITALITY GROUP INC,783332109,44,3946
09-30-2020,RYANAIR HOLDINGS PLC,783513203,5042,61672
09-30-2020,RYANAIR HOLDINGS PLC,783513203,10476,128129
09-30-2020,RYANAIR HOLDINGS PLC,783513203,12627,154434
09-30-2020,RYANAIR HOLDINGS PLC,783513203,4097,50116
09-30-2020,RYANAIR HOLDINGS PLC,783513203,1303,15937
09-30-2020,RYANAIR HOLDINGS PLC,783513203,516,6316
09-30-2020,RYANAIR HOLDINGS PLC,783513203,253,3093
09-30-2020,RYDER SYS INC,783549108,6049,143202
09-30-2020,RYDER SYS INC,783549108,11,272
09-30-2020,RYDER SYS INC,783549108,116,2739
09-30-2020,RYDER SYS INC,783549108,5879,139190
09-30-2020,RYDER SYS INC,783549108,620,14667
09-30-2020,RYDER SYS INC,783549108,122344,2896402
09-30-2020,RYDER SYS INC,783549108,83054,1966252
09-30-2020,RYDER SYS INC,783549108,52,1234
09-30-2020,RYDER SYS INC,783549108,1637,38759
09-30-2020,RYDER SYS INC,783549108,399,9450
09-30-2020,RYDER SYS INC,783549108,954,22586
09-30-2020,RYDER SYS INC,783549108,328,7771
09-30-2020,RYDER SYS INC,783549108,212,5009
09-30-2020,RYDER SYS INC,783549108,1167,27626
09-30-2020,RYDER SYS INC,783549108,290,6872
09-30-2020,RYERSON HLDG CORP,783754104,107,18708
09-30-2020,RYERSON HLDG CORP,783754104,3,524
09-30-2020,RYERSON HLDG CORP,783754104,369,64435
09-30-2020,RYERSON HLDG CORP,783754104,943,164509
09-30-2020,RYERSON HLDG CORP,783754104,3199,558315
09-30-2020,RYERSON HLDG CORP,783754104,5033,878384
09-30-2020,RYERSON HLDG CORP,783754104,191,33277
09-30-2020,RYERSON HLDG CORP,783754104,542,94517
09-30-2020,RYMAN HOSPITALITY PPTYS INC,78377T107,1384,37622
09-30-2020,RYMAN HOSPITALITY PPTYS INC,78377T107,1299,35303
09-30-2020,RYMAN HOSPITALITY PPTYS INC,78377T107,2293,62316
09-30-2020,RYMAN HOSPITALITY PPTYS INC,78377T107,7156,194470
09-30-2020,RYMAN HOSPITALITY PPTYS INC,78377T107,7086,192557
09-30-2020,RYMAN HOSPITALITY PPTYS INC,78377T107,66394,1804187
09-30-2020,RYMAN HOSPITALITY PPTYS INC,78377T107,72414,1967763
09-30-2020,RYMAN HOSPITALITY PPTYS INC,78377T107,254,6893
09-30-2020,RYMAN HOSPITALITY PPTYS INC,78377T107,6429,174700
09-30-2020,RYMAN HOSPITALITY PPTYS INC,78377T107,2557,69478
09-30-2020,RYMAN HOSPITALITY PPTYS INC,78377T107,312,8471
09-30-2020,RYMAN HOSPITALITY PPTYS INC,78377T107,1292,35109
09-30-2020,RYMAN HOSPITALITY PPTYS INC,78377T107,8366,227343
09-30-2020,RYMAN HOSPITALITY PPTYS INC,78377T107,30,816
09-30-2020,RYMAN HOSPITALITY PPTYS INC,78377T107,28,771
09-30-2020,RYMAN HOSPITALITY PPTYS INC,78377T107,67,1832
09-30-2020,RYMAN HOSPITALITY PPTYS INC,78377T107,183,4974
09-30-2020,S & T BANCORP INC,783859101,794,44866
09-30-2020,S & T BANCORP INC,783859101,5,307
09-30-2020,S & T BANCORP INC,783859101,13,734
09-30-2020,S & T BANCORP INC,783859101,3248,183628
09-30-2020,S & T BANCORP INC,783859101,1298,73377
09-30-2020,S & T BANCORP INC,783859101,73737,4168282
09-30-2020,S & T BANCORP INC,783859101,20123,1137555
09-30-2020,S & T BANCORP INC,783859101,303,17119
09-30-2020,S & T BANCORP INC,783859101,82,4655
09-30-2020,S & T BANCORP INC,783859101,1034,58469
09-30-2020,S & T BANCORP INC,783859101,57,3237
09-30-2020,S&P GLOBAL INC,78409V104,280167,776947
09-30-2020,S&P GLOBAL INC,78409V104,45054,124942
09-30-2020,S&P GLOBAL INC,78409V104,90437,250797
09-30-2020,S&P GLOBAL INC,78409V104,9433,26158
09-30-2020,S&P GLOBAL INC,78409V104,8786,24365
09-30-2020,S&P GLOBAL INC,78409V104,8,21
09-30-2020,S&P GLOBAL INC,78409V104,575502,1595958
09-30-2020,S&P GLOBAL INC,78409V104,311576,864049
09-30-2020,S&P GLOBAL INC,78409V104,1821038,5050022
09-30-2020,S&P GLOBAL INC,78409V104,2240701,6213814
09-30-2020,S&P GLOBAL INC,78409V104,72717,201655
09-30-2020,S&P GLOBAL INC,78409V104,129140,358126
09-30-2020,S&P GLOBAL INC,78409V104,509493,1412903
09-30-2020,S&P GLOBAL INC,78409V104,17148,47553
09-30-2020,S&P GLOBAL INC,78409V104,39211,108737
09-30-2020,S&P GLOBAL INC,78409V104,364828,1011724
09-30-2020,S&P GLOBAL INC,78409V104,164053,454944
09-30-2020,S&P GLOBAL INC,78409V104,27088,75119
09-30-2020,S&P GLOBAL INC,78409V104,57111,158378
09-30-2020,S&P GLOBAL INC,78409V104,1939,5377
09-30-2020,S&W SEED CO,785135104,7,2725
09-30-2020,S&W SEED CO,785135104,101,40819
09-30-2020,S&W SEED CO,785135104,86,34517
09-30-2020,SABRA HEALTH CARE REIT INC,78573L106,4644,336867
09-30-2020,SABRA HEALTH CARE REIT INC,78573L106,2017,146304
09-30-2020,SABRA HEALTH CARE REIT INC,78573L106,3482,252623
09-30-2020,SABRA HEALTH CARE REIT INC,78573L106,16597,1204023
09-30-2020,SABRA HEALTH CARE REIT INC,78573L106,10614,769978
09-30-2020,SABRA HEALTH CARE REIT INC,78573L106,207256,15034859
09-30-2020,SABRA HEALTH CARE REIT INC,78573L106,115267,8361784
09-30-2020,SABRA HEALTH CARE REIT INC,78573L106,330,23963
09-30-2020,SABRA HEALTH CARE REIT INC,78573L106,9724,705416
09-30-2020,SABRA HEALTH CARE REIT INC,78573L106,3865,280412
09-30-2020,SABRA HEALTH CARE REIT INC,78573L106,383,27790
09-30-2020,SABRA HEALTH CARE REIT INC,78573L106,1735,125836
09-30-2020,SABRA HEALTH CARE REIT INC,78573L106,12715,922385
09-30-2020,SABRA HEALTH CARE REIT INC,78573L106,32,2331
09-30-2020,SABRA HEALTH CARE REIT INC,78573L106,31,2273
09-30-2020,SABRA HEALTH CARE REIT INC,78573L106,163,11821
09-30-2020,SABRA HEALTH CARE REIT INC,78573L106,288,20913
09-30-2020,SABRE CORP,78573M104,5048,775364
09-30-2020,SABRE CORP,78573M104,7,1143
09-30-2020,SABRE CORP,78573M104,48,7322
09-30-2020,SABRE CORP,78573M104,5140,789576
09-30-2020,SABRE CORP,78573M104,450,69157
09-30-2020,SABRE CORP,78573M104,87636,13461694
09-30-2020,SABRE CORP,78573M104,60746,9331233
09-30-2020,SABRE CORP,78573M104,1371,210587
09-30-2020,SABRE CORP,78573M104,1213,186379
09-30-2020,SABRE CORP,78573M104,280,42943
09-30-2020,SABRE CORP,78573M104,765,117453
09-30-2020,SABRE CORP,78573M104,176,27081
09-30-2020,SABRE CORP,78573M104,416,63917
09-30-2020,SABRE CORP,78573M104,115,17632
09-30-2020,SABRE CORP,78573M104,189,29102
09-30-2020,SABRE CORP,78573M104,4,600
09-30-2020,SABRE CORP,78573M104,651,100000
09-30-2020,SABRE CORP,78573M104,7,1000
09-30-2020,SABRE CORP,78573M104,84,12900
09-30-2020,SACHEM CAP CORP,78590A109,20,4930
09-30-2020,SACHEM CAP CORP,78590A109,198,49999
09-30-2020,SACHEM CAP CORP,78590A109,1678,422727
09-30-2020,SAFE BULKERS INC,Y7388L103,54,52142
09-30-2020,SAFE BULKERS INC,Y7388L103,2,1635
09-30-2020,SAFE BULKERS INC,Y7388L103,195,189432
09-30-2020,SAFE BULKERS INC,Y7388L103,98,95275
09-30-2020,SAFE BULKERS INC,Y7388L103,1712,1661780
09-30-2020,SAFE BULKERS INC,Y7388L103,677,657214
09-30-2020,SAFEGUARD SCIENTIFICS INC,786449207,75,13722
09-30-2020,SAFEGUARD SCIENTIFICS INC,786449207,3,628
09-30-2020,SAFEGUARD SCIENTIFICS INC,786449207,461,84034
09-30-2020,SAFEGUARD SCIENTIFICS INC,786449207,213,38827
09-30-2020,SAFEGUARD SCIENTIFICS INC,786449207,3931,717368
09-30-2020,SAFEGUARD SCIENTIFICS INC,786449207,3732,681039
09-30-2020,SAFEGUARD SCIENTIFICS INC,786449207,865,157836
09-30-2020,SAFEHOLD INC,78645L100,903,14542
09-30-2020,SAFEHOLD INC,78645L100,780,12564
09-30-2020,SAFEHOLD INC,78645L100,1306,21036
09-30-2020,SAFEHOLD INC,78645L100,4778,76937
09-30-2020,SAFEHOLD INC,78645L100,3379,54412
09-30-2020,SAFEHOLD INC,78645L100,100488,1618171
09-30-2020,SAFEHOLD INC,78645L100,34330,552826
09-30-2020,SAFEHOLD INC,78645L100,46,742
09-30-2020,SAFEHOLD INC,78645L100,671,10807
09-30-2020,SAFEHOLD INC,78645L100,106,1714
09-30-2020,SAFEHOLD INC,78645L100,641,10319
09-30-2020,SAFEHOLD INC,78645L100,120,1939
09-30-2020,SAFETY INS GROUP INC,78648T100,1205,17439
09-30-2020,SAFETY INS GROUP INC,78648T100,6,92
09-30-2020,SAFETY INS GROUP INC,78648T100,16,234
09-30-2020,SAFETY INS GROUP INC,78648T100,4590,66432
09-30-2020,SAFETY INS GROUP INC,78648T100,1847,26740
09-30-2020,SAFETY INS GROUP INC,78648T100,108874,1575824
09-30-2020,SAFETY INS GROUP INC,78648T100,27417,396831
09-30-2020,SAFETY INS GROUP INC,78648T100,435,6294
09-30-2020,SAFETY INS GROUP INC,78648T100,138,2000
09-30-2020,SAFETY INS GROUP INC,78648T100,1441,20862
09-30-2020,SAFETY INS GROUP INC,78648T100,98,1412
09-30-2020,SAGA COMMUNICATIONS INC,786598300,71,3594
09-30-2020,SAGA COMMUNICATIONS INC,786598300,290,14611
09-30-2020,SAGA COMMUNICATIONS INC,786598300,140,7053
09-30-2020,SAGA COMMUNICATIONS INC,786598300,2790,140322
09-30-2020,SAGA COMMUNICATIONS INC,786598300,2693,135454
09-30-2020,SAGE THERAPEUTICS INC,78667J108,7054,115414
09-30-2020,SAGE THERAPEUTICS INC,78667J108,15,243
09-30-2020,SAGE THERAPEUTICS INC,78667J108,64,1052
09-30-2020,SAGE THERAPEUTICS INC,78667J108,1235,20201
09-30-2020,SAGE THERAPEUTICS INC,78667J108,10442,170851
09-30-2020,SAGE THERAPEUTICS INC,78667J108,62484,1022316
09-30-2020,SAGE THERAPEUTICS INC,78667J108,82523,1350181
09-30-2020,SAGE THERAPEUTICS INC,78667J108,39,636
09-30-2020,SAGE THERAPEUTICS INC,78667J108,1503,24590
09-30-2020,SAGE THERAPEUTICS INC,78667J108,432,7064
09-30-2020,SAGE THERAPEUTICS INC,78667J108,16647,272373
09-30-2020,SAGE THERAPEUTICS INC,78667J108,63,1027
09-30-2020,SAGE THERAPEUTICS INC,78667J108,68,1107
09-30-2020,SAGE THERAPEUTICS INC,78667J108,96,1564
09-30-2020,SAGE THERAPEUTICS INC,78667J108,320,5237
09-30-2020,SAIA INC,78709Y105,2468,19567
09-30-2020,SAIA INC,78709Y105,21,169
09-30-2020,SAIA INC,78709Y105,64,508
09-30-2020,SAIA INC,78709Y105,16119,127784
09-30-2020,SAIA INC,78709Y105,10890,86336
09-30-2020,SAIA INC,78709Y105,349417,2770075
09-30-2020,SAIA INC,78709Y105,96979,768823
09-30-2020,SAIA INC,78709Y105,506,4011
09-30-2020,SAIA INC,78709Y105,29,228
09-30-2020,SAIA INC,78709Y105,2458,19488
09-30-2020,SAIA INC,78709Y105,479,3798
09-30-2020,SAIA INC,78709Y105,5117,40565
09-30-2020,SAIA INC,78709Y105,70,558
09-30-2020,SAIA INC,78709Y105,341,2704
09-30-2020,SAILPOINT TECHNLGIES HLDGS I,78781P105,2223,56187
09-30-2020,SAILPOINT TECHNLGIES HLDGS I,78781P105,18,449
09-30-2020,SAILPOINT TECHNLGIES HLDGS I,78781P105,69,1755
09-30-2020,SAILPOINT TECHNLGIES HLDGS I,78781P105,12904,326114
09-30-2020,SAILPOINT TECHNLGIES HLDGS I,78781P105,8079,204182
09-30-2020,SAILPOINT TECHNLGIES HLDGS I,78781P105,125863,3180776
09-30-2020,SAILPOINT TECHNLGIES HLDGS I,78781P105,97429,2462194
09-30-2020,SAILPOINT TECHNLGIES HLDGS I,78781P105,63,1584
09-30-2020,SAILPOINT TECHNLGIES HLDGS I,78781P105,45,1138
09-30-2020,SAILPOINT TECHNLGIES HLDGS I,78781P105,1820,46000
09-30-2020,SAILPOINT TECHNLGIES HLDGS I,78781P105,479,12101
09-30-2020,SAILPOINT TECHNLGIES HLDGS I,78781P105,12212,308615
09-30-2020,SAILPOINT TECHNLGIES HLDGS I,78781P105,114,2885
09-30-2020,SAILPOINT TECHNLGIES HLDGS I,78781P105,111,2807
09-30-2020,SAILPOINT TECHNLGIES HLDGS I,78781P105,388,9797
09-30-2020,SALARIUS PHARMACEUTICALS INC,79400X107,1,802
09-30-2020,SALARIUS PHARMACEUTICALS INC,79400X107,0,395
09-30-2020,SALEM MEDIA GROUP INC,794093104,7,7993
09-30-2020,SALEM MEDIA GROUP INC,794093104,301,328453
09-30-2020,SALESFORCE COM INC,79466L302,624999,2486867
09-30-2020,SALESFORCE COM INC,79466L302,117117,466006
09-30-2020,SALESFORCE COM INC,79466L302,201109,800210
09-30-2020,SALESFORCE COM INC,79466L302,18105,72040
09-30-2020,SALESFORCE COM INC,79466L302,22048,87729
09-30-2020,SALESFORCE COM INC,79466L302,12,48
09-30-2020,SALESFORCE COM INC,79466L302,694056,2761642
09-30-2020,SALESFORCE COM INC,79466L302,519732,2068007
09-30-2020,SALESFORCE COM INC,79466L302,5156251,20516676
09-30-2020,SALESFORCE COM INC,79466L302,5503023,21896480
09-30-2020,SALESFORCE COM INC,79466L302,177725,707166
09-30-2020,SALESFORCE COM INC,79466L302,267393,1063954
09-30-2020,SALESFORCE COM INC,79466L302,1157885,4607213
09-30-2020,SALESFORCE COM INC,79466L302,44419,176743
09-30-2020,SALESFORCE COM INC,79466L302,82945,330039
09-30-2020,SALESFORCE COM INC,79466L302,1090017,4337166
09-30-2020,SALESFORCE COM INC,79466L302,76325,303695
09-30-2020,SALESFORCE COM INC,79466L302,26533,105574
09-30-2020,SALESFORCE COM INC,79466L302,209203,832417
09-30-2020,SALESFORCE COM INC,79466L302,140369,558528
09-30-2020,SALESFORCE COM INC,79466L302,5056,20117
09-30-2020,SALISBURY BANCORP INC,795226109,63,1983
09-30-2020,SALISBURY BANCORP INC,795226109,331,10472
09-30-2020,SALISBURY BANCORP INC,795226109,133,4197
09-30-2020,SALISBURY BANCORP INC,795226109,2301,72803
09-30-2020,SALISBURY BANCORP INC,795226109,547,17310
09-30-2020,SALLY BEAUTY HLDGS INC,79546E104,1655,190440
09-30-2020,SALLY BEAUTY HLDGS INC,79546E104,6,709
09-30-2020,SALLY BEAUTY HLDGS INC,79546E104,36,4188
09-30-2020,SALLY BEAUTY HLDGS INC,79546E104,5717,657920
09-30-2020,SALLY BEAUTY HLDGS INC,79546E104,2469,284177
09-30-2020,SALLY BEAUTY HLDGS INC,79546E104,63307,7285011
09-30-2020,SALLY BEAUTY HLDGS INC,79546E104,34059,3919380
09-30-2020,SALLY BEAUTY HLDGS INC,79546E104,87,9959
09-30-2020,SALLY BEAUTY HLDGS INC,79546E104,779,89681
09-30-2020,SALLY BEAUTY HLDGS INC,79546E104,132,15162
09-30-2020,SALLY BEAUTY HLDGS INC,79546E104,397,45738
09-30-2020,SALLY BEAUTY HLDGS INC,79546E104,71,8200
09-30-2020,SALLY BEAUTY HLDGS INC,79546E104,49,5629
09-30-2020,SALLY BEAUTY HLDGS INC,79546E104,111,12763
09-30-2020,SANDERSON FARMS INC,800013104,2722,23076
09-30-2020,SANDERSON FARMS INC,800013104,18,149
09-30-2020,SANDERSON FARMS INC,800013104,65,548
09-30-2020,SANDERSON FARMS INC,800013104,13900,117830
09-30-2020,SANDERSON FARMS INC,800013104,4419,37462
09-30-2020,SANDERSON FARMS INC,800013104,154336,1308262
09-30-2020,SANDERSON FARMS INC,800013104,77511,657044
09-30-2020,SANDERSON FARMS INC,800013104,1067,9047
09-30-2020,SANDERSON FARMS INC,800013104,355,3013
09-30-2020,SANDERSON FARMS INC,800013104,1377,11671
09-30-2020,SANDERSON FARMS INC,800013104,67,566
09-30-2020,SANDERSON FARMS INC,800013104,78,662
09-30-2020,SANDERSON FARMS INC,800013104,263,2233
09-30-2020,SANDRIDGE ENERGY INC,80007P869,14,8417
09-30-2020,SANDRIDGE ENERGY INC,80007P869,150,91167
09-30-2020,SANDRIDGE ENERGY INC,80007P869,973,589699
09-30-2020,SANDY SPRING BANCORP INC,800363103,1311,56804
09-30-2020,SANDY SPRING BANCORP INC,800363103,8,367
