<DOCUMENT>
<TYPE>13F-HR
<SEQUENCE>1
<FILENAME>ren_13f_q3_2012.txt
<DESCRIPTION>13F Q3 2012
<TEXT>
                                  UNITED STATES
                       SECURITIES AND EXCHANGE COMMISSION
                             Washington, D.C. 20549

                                    FORM 13F

                               FORM 13F COVER PAGE

Report for the Calendar Year or Quarter Ended:  September 30, 2012
Check here if Amendment [ ]; Amendment Number:
This Amendment (Check only one.): [ ] is a restatement.
                                  [ ] adds new holdings entries.

Institutional Investment Manager Filing this report:

Name:    Renaissance Technologies, L.L.C.
Address: 800 Third Avenue
         33rd floor
         New York, NY 10022

13F File Number:  28-6262

The institutional investment manager filing this report and the person
by whom it is signed hereby represent that the person
signing the report is authorized to submit it, that all information
contained herein is true, correct and complete, and that it is
understood that all required items, statements, schedules, lists, and
tables, are considered integral parts of this form.


Person Signing this Report on Behalf of Reporting Manager:

Name:    Mark Silber
Title:   Executive Vice President
Phone    (212) 486-6780
Signature, Place, and Date of Signing:

       Mark Silber       New York, New York    November 13, 2012
Report Type (Check only one.):

[X]         13F HOLDINGS REPORT.
[ ]         13F NOTICE.
[ ]         13F COMBINATION REPORT.

I AM SIGNING THIS REPORT AS REQUIRED BY THE SECURITIES EXCHANGE ACT OF 1934.




                              FORM 13F SUMMARY PAGE


Report Summary:

Number of Other Included Managers:       0

Form 13F Information Table Entry Total:  2802
Form 13F Information Table Value (x $1000) Total:  $32566460

<TABLE>                        <C>                                          <C>
       FORM 13F INFORMATION TABLE
                                                         VALUE    SHARES/ SH/ PUT/ INVSTMT   OTHER         VOTING AUTHORITY
       NAME OF ISSUER         TITLE OF CLASS   CUSIP    (x1000)   PRN AMT PRN CALL DSCREIN  MANAGERS     SOLE    SHARED   NONE
GAIN CAP HLDGS INC           COM              36268W100      227    46000 SH       SOLE                   46000        0        0
GAMING PARTNERS INTL CORP    COM              36467A107      720   113400 SH       SOLE                  113400        0        0
GANNETT INC                  COM              364730101    23171  1305400 SH       SOLE                    2500        0  1302900
GAP INC DEL                  COM              364760108    28245   789400 SH       SOLE                    6800        0   782600
GARDNER DENVER INC           COM              365558105    17283   286100 SH       SOLE                   24394        0   261706
GARMIN LTD                   SHS              H2906T109     3316    79442 SH       SOLE                       0        0    79442
GARTNER INC                  COM              366651107    34604   750800 SH       SOLE                  750800        0        0
GAS NAT INC                  COM              367204104      488    49100 SH       SOLE                   46000        0     3100
GASTAR EXPL LTD              COM NEW          367299203      117    70280 SH       SOLE                      72        0    70208
GATX CORP                    COM              361448103     6090   143500 SH       SOLE                    7759        0   135741
GAYLORD ENTMT CO NEW         COM              367905106    14314   362112 SH       SOLE                  221782        0   140330
GEEKNET INC                  COM NEW          36846Q203      422    21834 SH       SOLE                   21834        0        0
GENCO SHIPPING & TRADING LTD SHS              Y2685T107     1050   285400 SH       SOLE                  285400        0        0
GENCOR INDS INC              COM              368678108      502    67800 SH       SOLE                   67800        0        0
GENCORP INC                  COM              368682100     4930   519484 SH       SOLE                  497500        0    21984
GENERAC HLDGS INC            COM              368736104     2566   112100 SH       SOLE                   17740        0    94360
GENERAL CABLE CORP DEL NEW   COM              369300108     7204   245200 SH       SOLE                   35308        0   209892
GENERAL GROWTH PPTYS INC NEW COM              370023103    50827  2609200 SH       SOLE                  797740        0  1811460
GENERAL MLS INC              COM              370334104    64924  1629200 SH       SOLE                  462900        0  1166300
GENERAL MTRS CO              COM              37045V100    22866  1005100 SH       SOLE                     100        0  1005000
GENERAL STEEL HOLDINGS INC   COM              370853103      454   349500 SH       SOLE                  349500        0        0
GENESEE & WYO INC            CL A             371559105      819    12246 SH       SOLE                       0        0    12246
GENESIS ENERGY L P           UNIT LTD PARTN   371927104     2199    65400 SH       SOLE                       0        0    65400
GENIE ENERGY LTD             CL B             372284208     3656   509912 SH       SOLE                  482154        0    27758
GENMARK DIAGNOSTICS INC      COM              372309104      291    31600 SH       SOLE                       0        0    31600
GENOMIC HEALTH INC           COM              37244C101     9522   274500 SH       SOLE                  176700        0    97800
GENON ENERGY INC             COM              37244E107     2455   970370 SH       SOLE                      66        0   970304
GENPACT LIMITED              SHS              G3922B107    11608   695900 SH       SOLE                  695900        0        0
GENTHERM INC                 COM              37253A103      710    57100 SH       SOLE                       0        0    57100
GENTIVA HEALTH SERVICES INC  COM              37247A102     2616   231105 SH       SOLE                   57240        0   173865
GENUINE PARTS CO             COM              372460105    31284   512595 SH       SOLE                  141157        0   371438
GEO GROUP INC                COM              36159R103      520    18800 SH       SOLE                   18800        0        0
GEOGLOBAL RESOURCES INC      COM              37249T109        5    36700 SH       SOLE                   36700        0        0
GEOKINETICS INC              COM PAR $0.01    372910307       76   204500 SH       SOLE                  204500        0        0
GEORGIA GULF CORP            COM PAR$0.01 NEW 373200302     3634   100336 SH       SOLE                       0        0   100336
GERMAN AMERN BANCORP INC     COM              373865104      685    28400 SH       SOLE                   28400        0        0
GERON CORP                   COM              374163103     2545  1488044 SH       SOLE                  599278        0   888766
GIANT INTERACTIVE GROUP INC  ADR              374511103     7251  1397100 SH       SOLE                 1397100        0        0
GIGA TRONICS INC             COM              375175106      348   205900 SH       SOLE                  205900        0        0
GIGAMEDIA LTD                ORD              Y2711Y104     1649  1570200 SH       SOLE                 1570200        0        0
GIGOPTIX INC                 COM              37517Y103       37    19500 SH       SOLE                   19500        0        0
GILAT SATELLITE NETWORKS LTD SHS NEW          M51474118     6652  1671300 SH       SOLE                 1671300        0        0
GILDAN ACTIVEWEAR INC        COM              375916103     8227   259700 SH       SOLE                   73026        0   186674
GIVEN IMAGING                ORD SHS          M52020100     1683   115500 SH       SOLE                  115500        0        0
GLACIER BANCORP INC NEW      COM              37637Q105     1176    75460 SH       SOLE                    6966        0    68494
GLADSTONE COML CORP          COM              376536108      236    12900 SH       SOLE                    5300        0     7600
GLAXOSMITHKLINE PLC          SPONSORED ADR    37733W105   128371  2776200 SH       SOLE                 2129048        0   647152
GLEACHER & CO INC            COM              377341102      136   186544 SH       SOLE                  114605        0    71939
GLIMCHER RLTY TR             SH BEN INT       379302102     3018   285500 SH       SOLE                   59169        0   226331
GLOBAL CASH ACCESS HLDGS INC COM              378967103     4753   590378 SH       SOLE                  575600        0    14778
GLOBAL INDEMNITY PLC         SHS              G39319101     2430   111050 SH       SOLE                  111050        0        0
GLOBAL PMTS INC              COM              37940X102    48719  1164700 SH       SOLE                  818047        0   346653
GLOBAL POWER EQUIPMENT GRP I COM PAR $0.01    37941P306      451    24400 SH       SOLE                     800        0    23600
GLOBAL SHIP LEASE INC NEW    SHS A            Y27183105      975   285900 SH       SOLE                  285900        0        0
GLOBAL SOURCES LTD           ORD              G39300101      470    71708 SH       SOLE                   71708        0        0
GLOBALSCAPE INC              COM              37940G109      478   226700 SH       SOLE                  226700        0        0
GLOBALSTAR INC               COM              378973408      193   419388 SH       SOLE                    2197        0   417191
GLOBE SPECIALTY METALS INC   COM              37954N206      881    57900 SH       SOLE                    2000        0    55900
GLOBECOMM SYSTEMS INC        COM              37956X103     3335   299100 SH       SOLE                  216800        0    82300
GNC HLDGS INC                COM CL A         36191G107     3624    93000 SH       SOLE                       0        0    93000
